,영화,리뷰,평점,site,okt_review,okt_details,okt_polarity
56,명량,백성이 이순신 장군님을 도와드리는 구간에서 눈물이 찡나며 정말 감동적이며 최고의 유익한 영화였습니다,10.0,naver,"[('백성', 'Noun'), ('이', 'Josa'), ('이순신', 'Noun'), ('장군', 'Noun'), ('님', 'Suffix'), ('을', 'Josa'), ('도', 'Noun'), ('와', 'Josa'), ('드리다', 'Verb'), ('구간', 'Noun'), ('에서', 'Josa'), ('눈물', 'Noun'), ('이', 'Josa'), ('찡', 'Adverb'), ('나다', 'Verb'), ('정말', 'Noun'), ('감동', 'Noun'), ('적', 'Suffix'), ('이며', 'Josa'), ('최고', 'Noun'), ('의', 'Josa'), ('유익하다', 'Adjective'), ('영화', 'Noun'), ('이다', 'Verb')]","[[11, [('눈물', 'Noun'), ('이', 'Josa')], -1.0], [19, [('최고', 'Noun'), ('의', 'Josa')], 2.0], [16, [('감동', 'Noun')], 2.0], [21, [('유익하다', 'Adjective')], 2.0]]",5.0
57,명량,한산나와서 한번 더 봄 중간까지 막히고 지루함 몇몇 이상 한 대사들도 섞여 있음 전투씬은 진짜 잘만 듬,6.0,naver,"[('한산', 'Noun'), ('나오다', 'Verb'), ('한번', 'Noun'), ('더', 'Noun'), ('봄', 'Noun'), ('중간', 'Noun'), ('까지', 'Josa'), ('막히다', 'Verb'), ('지루함', 'Noun'), ('몇몇', 'Noun'), ('이상', 'Noun'), ('하다', 'Verb'), ('대사', 'Noun'), ('들', 'Suffix'), ('도', 'Josa'), ('섞이다', 'Verb'), ('있다', 'Adjective'), ('전투씬', 'Noun'), ('은', 'Josa'), ('진짜', 'Noun'), ('잘만', 'Noun'), ('듬', 'Noun')]","[[7, [('막히다', 'Verb')], -2.0]]",-2.0
58,명량,재밌습니다 감동적이에 요 최고,10.0,naver,"[('재밌다', 'Adjective'), ('감동', 'Noun'), ('적다', 'Verb'), ('요', 'Noun'), ('최고', 'Noun')]","[[1, [('감동', 'Noun')], 2.0], [4, [('최고', 'Noun')], 2.0]]",4.0
59,명량,한산보다 백배재밋어요,8.0,naver,"[('한산', 'Noun'), ('보다', 'Josa'), ('백배', 'Noun'), ('재밌다', 'Adjective')]",[],0.0
60,명량,다시 봐도 감동입니다,10.0,naver,"[('다시', 'Noun'), ('보다', 'Verb'), ('감동', 'Noun'), ('이다', 'Adjective')]","[[2, [('감동', 'Noun')], 2.0]]",2.0
61,명량,최민식이미지가 너무 소모되어서 이순신이 아니라 최민식 조연들의 연기도 너무 우악스럽고,6.0,naver,"[('최민식', 'Noun'), ('이미지', 'Noun'), ('가', 'Josa'), ('너무', 'Adverb'), ('소모', 'Noun'), ('되어다', 'Verb'), ('이순신', 'Noun'), ('이', 'Josa'), ('아니다', 'Adjective'), ('최민식', 'Noun'), ('조연', 'Noun'), ('들', 'Suffix'), ('의', 'Josa'), ('연기', 'Noun'), ('도', 'Josa'), ('너무', 'Adverb'), ('우악스럽다', 'Adjective')]","[[8, [('아니다', 'Adjective')], -2.0], [16, [('우악스럽다', 'Adjective')], -2.0]]",-4.0
62,명량,한산보고 다시 봤는데 최고였어요,10.0,naver,"[('한산', 'Noun'), ('보고', 'Noun'), ('다시', 'Noun'), ('보다', 'Verb'), ('최고', 'Noun'), ('이다', 'Verb')]","[[4, [('최고', 'Noun')], 2.0]]",2.0
63,명량,단조로운 연출과장된 신파스토리의 집약성 부족 그나마 해상 전투신의 웅장함이 영화의 유일한 생명줄,3.0,naver,"[('단조롭다', 'Adjective'), ('연출', 'Noun'), ('과장', 'Noun'), ('되다', 'Verb'), ('신파', 'Noun'), ('스토리', 'Noun'), ('의', 'Josa'), ('집약', 'Noun'), ('성', 'Suffix'), ('부족', 'Noun'), ('그나마', 'Adverb'), ('해상', 'Noun'), ('전투신', 'Noun'), ('의', 'Josa'), ('웅장', 'Noun'), ('함', 'Noun'), ('이', 'Josa'), ('영화', 'Noun'), ('의', 'Josa'), ('유일하다', 'Adjective'), ('생명', 'Noun'), ('줄', 'Noun')]","[[2, [('과장', 'Noun'), ('되다', 'Verb')], -2.0], [9, [('부족', 'Noun')], -1.0]]",-1.0
64,명량,애국심 불타오르는 영화 박해 읾 진짜 대사 몇 마디 없이 최고 연기란 이런 거구나 하고 느낀 영화 주연 배우들도 하나같이 찰떡 천만 축하해요,10.0,naver,"[('애국심', 'Noun'), ('불타', 'Noun'), ('오르다', 'Verb'), ('영화', 'Noun'), ('박해', 'Noun'), ('읾', 'Noun'), ('진짜', 'Noun'), ('대사', 'Noun'), ('몇', 'Noun'), ('마디', 'Noun'), ('없이', 'Adverb'), ('최고', 'Noun'), ('연기', 'Noun'), ('란', 'Noun'), ('이렇다', 'Adjective'), ('거구', 'Noun'), ('나', 'Josa'), ('하다', 'Verb'), ('느끼다', 'Verb'), ('영화', 'Noun'), ('주연', 'Noun'), ('배우', 'Noun'), ('들', 'Suffix'), ('도', 'Josa'), ('하나같이', 'Adverb'), ('찰떡', 'Noun'), ('천만', 'Noun'), ('축하', 'Noun'), ('하다', 'Verb')]","[[27, [('축하', 'Noun'), ('하다', 'Verb')], 1.0], [11, [('최고', 'Noun')], 2.0]]",4.0
65,명량,늘어지고 저렴해진다 좋은 것을 깎다 보니 이렇게,5.0,naver,"[('늘어지다', 'Verb'), ('저렴하다', 'Adjective'), ('좋다', 'Adjective'), ('것', 'Noun'), ('을', 'Josa'), ('깎다', 'Verb'), ('보다', 'Verb'), ('이렇게', 'Adverb')]","[[1, [('저렴하다', 'Adjective')], 1.0], [2, [('좋다', 'Adjective')], 2.0]]",3.0
66,명량,제가 본 한국 영화 중단연 최고입니다,10.0,naver,"[('제', 'Noun'), ('가', 'Josa'), ('보다', 'Verb'), ('한국', 'Noun'), ('영화', 'Noun'), ('중단', 'Noun'), ('연', 'Noun'), ('최고', 'Noun'), ('이다', 'Adjective')]","[[7, [('최고', 'Noun')], 2.0]]",2.0
67,명량,나라가 지킨 나라인가,10.0,naver,"[('나라', 'Noun'), ('가', 'Josa'), ('지키다', 'Verb'), ('나라', 'Noun'), ('인가', 'Josa')]",[],0.0
68,명량,국뽕에 취한 다 무엇보다 그게 제대로 된 국뽕이라 더 좋다 이순신 장군님은 신이다,10.0,naver,"[('국뽕', 'Noun'), ('에', 'Josa'), ('취한', 'Noun'), ('다', 'Adverb'), ('무엇', 'Noun'), ('보다', 'Josa'), ('그게', 'Noun'), ('제대로', 'Noun'), ('되다', 'Verb'), ('국뽕', 'Noun'), ('이라', 'Josa'), ('더', 'Noun'), ('좋다', 'Adjective'), ('이순신', 'Noun'), ('장군', 'Noun'), ('님', 'Suffix'), ('은', 'Josa'), ('신', 'Noun'), ('이다', 'Josa')]","[[7, [('제대로', 'Noun')], 1.0], [12, [('좋다', 'Adjective')], 2.0]]",3.0
69,명량,마지막에 포졸들이 후손들이 우리들의 노력을 알까 뭐 터진 소리할 때 기가 참 ㅋㅋㅋㅋ 그 장면이 거기서 왜 필요함포 졸들이 관객이 보고 있다는 걸 안다는 소린 데ㅋㅋ 말이 되노,6.0,naver,"[('마지막', 'Noun'), ('에', 'Josa'), ('포졸', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('후손', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('우리', 'Noun'), ('들', 'Suffix'), ('의', 'Josa'), ('노력', 'Noun'), ('을', 'Josa'), ('알다', 'Verb'), ('뭐', 'Noun'), ('터지다', 'Verb'), ('소리', 'Noun'), ('하다', 'Verb'), ('때', 'Noun'), ('기', 'Noun'), ('가', 'Josa'), ('차다', 'Verb'), ('그', 'Noun'), ('장면', 'Noun'), ('이', 'Josa'), ('거기', 'Noun'), ('서', 'Josa'), ('왜', 'Noun'), ('필요', 'Noun'), ('함포', 'Noun'), ('졸', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('관객', 'Noun'), ('이', 'Josa'), ('보고', 'Noun'), ('있다', 'Adjective'), ('걸', 'Noun'), ('안다', 'Verb'), ('소린', 'Noun'), ('데', 'Noun'), ('말', 'Noun'), ('이', 'Josa'), ('되다', 'Verb')]",[],0.0
70,명량,말 그대로 명작임 아직 안 본 사람은 없는 듯,10.0,naver,"[('말', 'Noun'), ('그대로', 'Noun'), ('명작', 'Noun'), ('임', 'Noun'), ('아직', 'Adverb'), ('안', 'Noun'), ('보다', 'Verb'), ('사람', 'Noun'), ('은', 'Josa'), ('없다', 'Adjective'), ('듯', 'Noun')]","[[9, [('없다', 'Adjective')], -1.0]]",-1.0
71,명량,한산을 보고 나서 다시 보고 싶은 생각이 들었다 등장인물을 비교하는 재미,10.0,naver,"[('한산', 'Noun'), ('을', 'Josa'), ('보고', 'Noun'), ('나서다', 'Verb'), ('다시', 'Noun'), ('보고', 'Noun'), ('싶다', 'Verb'), ('생각', 'Noun'), ('이', 'Josa'), ('들다', 'Verb'), ('등장인물', 'Noun'), ('을', 'Josa'), ('비교', 'Noun'), ('하다', 'Verb'), ('재미', 'Noun')]","[[14, [('재미', 'Noun')], 2.0]]",2.0
72,명량,감동감동감동감동감동,10.0,naver,"[('감동', 'Noun'), ('감동', 'Noun')]","[[0, [('감동', 'Noun')], 2.0], [1, [('감동', 'Noun')], 2.0]]",4.0
73,명량,대박 너무 감동이에 요 눈물이나네요,10.0,naver,"[('대박', 'Noun'), ('너무', 'Adverb'), ('감동', 'Noun'), ('이', 'Suffix'), ('에', 'Josa'), ('요', 'Noun'), ('눈물', 'Noun'), ('이나', 'Noun'), ('네', 'Suffix'), ('요', 'Josa')]","[[2, [('감동', 'Noun')], 2.0], [6, [('눈물', 'Noun')], -1.0]]",1.0
74,명량,그냥 뭐 애국심으로 보는 재미인 듯,8.0,naver,"[('그냥', 'Noun'), ('뭐', 'Noun'), ('애국심', 'Noun'), ('으로', 'Josa'), ('보다', 'Verb'), ('재미', 'Noun'), ('인', 'Josa'), ('듯', 'Noun')]","[[5, [('재미', 'Noun')], 2.0]]",2.0
75,명량,예전에 봤던 영화인데 웅장했습니다,10.0,naver,"[('예전', 'Noun'), ('에', 'Josa'), ('보다', 'Verb'), ('영화', 'Noun'), ('인데', 'Josa'), ('웅장', 'Noun'), ('하다', 'Verb')]",[],0.0
76,명량,스토리는 기에서 결로 된 느낌인데 역사를 바탕으로 한 영화라서 기승전이 필요 없었지만 아쉽긴는 함해 전 연출은 진짜 대박이었음,8.0,naver,"[('스토리', 'Noun'), ('는', 'Josa'), ('기', 'Noun'), ('에서', 'Josa'), ('결', 'Noun'), ('로', 'Josa'), ('되다', 'Verb'), ('느낌', 'Noun'), ('인데', 'Josa'), ('역사', 'Noun'), ('를', 'Josa'), ('바탕', 'Noun'), ('으로', 'Josa'), ('하다', 'Verb'), ('영화', 'Noun'), ('라서', 'Josa'), ('기승', 'Noun'), ('전이', 'Noun'), ('필요', 'Noun'), ('없다', 'Adjective'), ('아쉽다', 'Adjective'), ('늘다', 'Verb'), ('하다', 'Verb'), ('전', 'Noun'), ('연출', 'Noun'), ('은', 'Josa'), ('진짜', 'Noun'), ('대박', 'Noun'), ('이다', 'Verb')]","[[19, [('없다', 'Adjective')], -1.0], [20, [('아쉽다', 'Adjective')], -1.0]]",-2.0
77,명량,한산보고 나서 다시 찾은 명량 여운이 많이 남는 최고의 작품인생에 두 번을 없을 대작입니다,10.0,naver,"[('한산', 'Noun'), ('보고', 'Noun'), ('나서다', 'Verb'), ('다시', 'Noun'), ('찾다', 'Verb'), ('명량', 'Noun'), ('여운', 'Noun'), ('이', 'Josa'), ('많이', 'Adverb'), ('남다', 'Verb'), ('최고', 'Noun'), ('의', 'Josa'), ('작품', 'Noun'), ('인생', 'Noun'), ('에', 'Josa'), ('두', 'Noun'), ('번', 'Noun'), ('을', 'Josa'), ('없다', 'Adjective'), ('대작', 'Noun'), ('이다', 'Adjective')]","[[10, [('최고', 'Noun'), ('의', 'Josa')], 2.0], [18, [('없다', 'Adjective')], -1.0]]",1.0
78,명량,영상과 연출력은 지금 봐도 진짜 대단하다 이순신 장군은 봐도 너무 멋있어 지금도 잊어서는 안 되는 역사 인물들 중 하나이다 진짜 최고의 걸작영화다,10.0,naver,"[('영상', 'Noun'), ('과', 'Josa'), ('연출', 'Noun'), ('력', 'Suffix'), ('은', 'Josa'), ('지금', 'Noun'), ('보다', 'Verb'), ('진짜', 'Noun'), ('대단하다', 'Adjective'), ('이순신', 'Noun'), ('장군', 'Noun'), ('은', 'Josa'), ('보다', 'Verb'), ('너무', 'Adverb'), ('멋있다', 'Adjective'), ('지금', 'Noun'), ('도', 'Josa'), ('잊다', 'Verb'), ('안', 'Noun'), ('되다', 'Verb'), ('역사', 'Noun'), ('인물', 'Noun'), ('들', 'Suffix'), ('중', 'Noun'), ('하나', 'Noun'), ('이다', 'Josa'), ('진짜', 'Noun'), ('최고', 'Noun'), ('의', 'Josa'), ('걸작', 'Noun'), ('영화', 'Noun'), ('다', 'Josa')]","[[27, [('최고', 'Noun'), ('의', 'Josa')], 2.0], [8, [('대단하다', 'Adjective')], 2.0], [14, [('멋있다', 'Adjective')], 2.0]]",6.0
79,명량,연출 연기 스토리 영상 미감상 포인트가 어케 하나도 없냐 ㅋㅋㅋㅋ부산항은 왜곡되어 있고,2.0,naver,"[('연출', 'Noun'), ('연기', 'Noun'), ('스토리', 'Noun'), ('영상', 'Noun'), ('미감', 'Noun'), ('상', 'Suffix'), ('포인트', 'Noun'), ('가', 'Josa'), ('어떻다', 'Adjective'), ('하나', 'Noun'), ('도', 'Josa'), ('없다', 'Adjective'), ('부산', 'Noun'), ('항', 'Noun'), ('은', 'Josa'), ('왜곡', 'Noun'), ('되어다', 'Verb'), ('있다', 'Adjective')]","[[11, [('없다', 'Adjective')], -1.0]]",-1.0
80,명량,굿너무 재밌었구 꼭 2편 보고 싶습니다한산ㅎㅇㅌ,10.0,naver,"[('굿', 'Noun'), ('너무', 'Adverb'), ('재밌다', 'Adjective'), ('꼭', 'Noun'), ('2', 'Number'), ('편', 'Noun'), ('보고', 'Noun'), ('싶다', 'Verb'), ('한산', 'Noun')]",[],0.0
81,명량,진짜 진짜 옛날에 본 건데도 명작이에요,10.0,naver,"[('진짜', 'Noun'), ('진짜', 'Noun'), ('옛날', 'Noun'), ('에', 'Josa'), ('보다', 'Verb'), ('건데', 'Noun'), ('도', 'Josa'), ('명작', 'Noun'), ('이에요', 'Josa')]",[],0.0
82,명량,ㅌ 최고 너무 재밌고 몰입감 쩔 고여운대박임인 생영화됨,10.0,naver,"[('최고', 'Noun'), ('너무', 'Adverb'), ('재밌다', 'Adjective'), ('몰입', 'Noun'), ('감', 'Noun'), ('쩔', 'Noun'), ('고', 'Modifier'), ('여운', 'Noun'), ('대박', 'Noun'), ('임인', 'Noun'), ('생', 'Noun'), ('영화', 'Noun'), ('되다', 'Verb')]","[[0, [('최고', 'Noun')], 2.0]]",2.0
83,명량,명량보다 더 재밌었어요,10.0,naver,"[('명량', 'Noun'), ('보다', 'Josa'), ('더', 'Noun'), ('재밌다', 'Adjective')]",[],0.0
84,명량,순신 이름의 역사적 가치를 제대로 알게 해주는 영화이다 영화적 요소와 억지스러움이 있긴 하지만 그 시대는 어쩌면 실제가 절박했을지도 모를 뭉클한 이야기 왜군을 무찌르는 우리나라는 늘 자랑스럽다,6.0,naver,"[('순신', 'Noun'), ('이름', 'Noun'), ('의', 'Josa'), ('역사', 'Noun'), ('적', 'Suffix'), ('가치', 'Noun'), ('를', 'Josa'), ('제대로', 'Noun'), ('알', 'Noun'), ('게', 'Josa'), ('해주다', 'Verb'), ('영화', 'Noun'), ('이다', 'Josa'), ('영화', 'Noun'), ('적', 'Suffix'), ('요소', 'Noun'), ('와', 'Josa'), ('억지스럽다', 'Adjective'), ('움', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('하지만', 'Conjunction'), ('그', 'Noun'), ('시대', 'Noun'), ('는', 'Josa'), ('어쩌면', 'Noun'), ('실제', 'Noun'), ('가', 'Josa'), ('절박', 'Noun'), ('하다', 'Verb'), ('모르다', 'Verb'), ('뭉클하다', 'Adjective'), ('이야기', 'Noun'), ('왜군', 'Noun'), ('을', 'Josa'), ('무', 'Noun'), ('찌르다', 'Verb'), ('우리나라', 'Noun'), ('는', 'Josa'), ('늘', 'Noun'), ('자랑스럽다', 'Adjective')]","[[28, [('절박', 'Noun'), ('하다', 'Verb')], -1.0], [5, [('가치', 'Noun')], 1.0], [7, [('제대로', 'Noun')], 1.0], [17, [('억지스럽다', 'Adjective')], -1.0], [40, [('자랑스럽다', 'Adjective')], 2.0]]",3.0
85,명량,이건 진정한 대작이다,10.0,naver,"[('이', 'Determiner'), ('것', 'Noun'), ('은', 'Josa'), ('진정하다', 'Adjective'), ('대작', 'Noun'), ('이다', 'Josa')]","[[3, [('진정하다', 'Adjective')], 1.0]]",1.0
86,명량,성웅이순신위대한 조상들 자랑스러운 우리나라 대한민국,10.0,naver,"[('성웅', 'Noun'), ('이순신', 'Noun'), ('위대하다', 'Adjective'), ('조상', 'Noun'), ('들', 'Suffix'), ('자랑스럽다', 'Adjective'), ('우리나라', 'Noun'), ('대한민국', 'Noun')]","[[2, [('위대하다', 'Adjective')], 2.0], [5, [('자랑스럽다', 'Adjective')], 2.0]]",4.0
87,명량,한산을 보고 영화를 다시 보니 이 영화는 천만 관객이 넘을 만한 대작이었다,10.0,naver,"[('한산', 'Noun'), ('을', 'Josa'), ('보고', 'Noun'), ('영화', 'Noun'), ('를', 'Josa'), ('다시', 'Noun'), ('보다', 'Verb'), ('이', 'Noun'), ('영화', 'Noun'), ('는', 'Josa'), ('천만', 'Noun'), ('관객', 'Noun'), ('이', 'Josa'), ('넘다', 'Verb'), ('만', 'Noun'), ('한', 'Josa'), ('대작', 'Noun'), ('이다', 'Verb')]",[],0.0
88,명량,한산봤는데 1700만명이나 봤는지 몰겠다 해전에서도 거북선 쬐끔 나오고 슬로우 모션 남용 감정 과잉한산이 훨배 잘 만들었다,3.0,naver,"[('한산', 'Noun'), ('보다', 'Verb'), ('1700만', 'Number'), ('명이나', 'Foreign'), ('보다', 'Verb'), ('몰다', 'Verb'), ('해전', 'Noun'), ('에서도', 'Josa'), ('거북선', 'Noun'), ('쬐다', 'Verb'), ('끄다', 'Verb'), ('나오다', 'Verb'), ('슬로우', 'Noun'), ('모션', 'Noun'), ('남용', 'Noun'), ('감정', 'Noun'), ('과잉', 'Noun'), ('한', 'Determiner'), ('산이', 'Noun'), ('훨배', 'Noun'), ('자다', 'Verb'), ('만들다', 'Verb')]","[[14, [('남용', 'Noun')], -1.0]]",-1.0
89,명량,최민식 최민식 하는 줄 알겠어요 이순신 장군이 살아계신다며 진짜 저렇게 멋있으셨을 듯,10.0,naver,"[('최민식', 'Noun'), ('최민식', 'Noun'), ('하다', 'Verb'), ('줄', 'Noun'), ('알다', 'Verb'), ('이순신', 'Noun'), ('장군', 'Noun'), ('이', 'Josa'), ('살', 'Noun'), ('아', 'Josa'), ('계시다', 'Adjective'), ('진짜', 'Noun'), ('저렇게', 'Adverb'), ('멋있다', 'Adjective'), ('듯', 'Noun')]","[[13, [('멋있다', 'Adjective')], 2.0]]",2.0
90,명량,영화관가서 꼭 보시길,9.0,naver,"[('영화관', 'Noun'), ('가다', 'Verb'), ('꼭', 'Noun'), ('보다', 'Verb')]",[],0.0
91,명량,연기도 좋고도 볼 만했다 오그라드는 연출만 괜찮았을지도 당시 천만 영화들이 국뽕덕을 많이 본 냉정히 말해서 어린이 수준 영화이지만 영화사에서 국뽕영화 덕분에 많은 영화들이 발전할 동력을 얻었다,6.0,naver,"[('연기', 'Noun'), ('도', 'Josa'), ('좋다', 'Adjective'), ('볼', 'Noun'), ('만', 'Noun'), ('하다', 'Verb'), ('오그라들다', 'Verb'), ('연출', 'Noun'), ('만', 'Josa'), ('괜찮다', 'Adjective'), ('당시', 'Noun'), ('천만', 'Noun'), ('영화', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('국뽕', 'Noun'), ('덕', 'Noun'), ('을', 'Josa'), ('많이', 'Adverb'), ('보다', 'Verb'), ('냉정하다', 'Adjective'), ('말', 'Noun'), ('하다', 'Verb'), ('어린이', 'Noun'), ('수준', 'Noun'), ('영화', 'Noun'), ('이지만', 'Josa'), ('영화사', 'Noun'), ('에서', 'Josa'), ('국뽕', 'Noun'), ('영화', 'Noun'), ('덕분', 'Noun'), ('에', 'Josa'), ('많다', 'Adjective'), ('영화', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('발전', 'Noun'), ('하다', 'Verb'), ('동력', 'Noun'), ('을', 'Josa'), ('얻다', 'Verb')]","[[16, [('덕', 'Noun'), ('을', 'Josa')], 2.0], [37, [('발전', 'Noun'), ('하다', 'Verb')], 1.0], [2, [('좋다', 'Adjective')], 2.0], [6, [('오그라들다', 'Verb')], -1.0], [9, [('괜찮다', 'Adjective')], 1.0], [33, [('많다', 'Adjective')], 2.0]]",7.0
92,명량,한 산 다시 봄불멸의 이순신이 재밌음 왜란 당시 난중일기에 백성들 조선 수군들 끼니 걱정할 정도로 조선 상태가 안 좋았는데 장군이 너무 퉁퉁함 ㅋㅋ,5.0,naver,"[('하다', 'Verb'), ('산', 'Noun'), ('다시', 'Noun'), ('봄', 'Noun'), ('불멸', 'Noun'), ('의', 'Josa'), ('이순신', 'Noun'), ('이', 'Josa'), ('재밌다', 'Adjective'), ('왜란', 'Noun'), ('당시', 'Noun'), ('난중일기', 'Noun'), ('에', 'Josa'), ('백성', 'Noun'), ('들', 'Suffix'), ('조선', 'Noun'), ('수군', 'Noun'), ('들', 'Suffix'), ('끼니', 'Noun'), ('걱정', 'Noun'), ('하다', 'Verb'), ('정도', 'Noun'), ('로', 'Josa'), ('조선', 'Noun'), ('상태', 'Noun'), ('가', 'Josa'), ('안', 'Noun'), ('좋다', 'Adjective'), ('장군', 'Noun'), ('이', 'Josa'), ('너무', 'Adverb'), ('퉁퉁', 'Noun'), ('함', 'Noun')]","[[19, [('걱정', 'Noun'), ('하다', 'Verb')], -1.0], [27, [('좋다', 'Adjective')], 2.0]]",0.0
93,명량,충무공 이순신만세,10.0,naver,"[('충무공', 'Noun'), ('이순신', 'Noun'), ('만세', 'Noun')]",[],0.0
94,명량,작품을 찍기 전에 생각을 하였는지 물어본다단순한 흥행이 목적이었는가 이순신이란 영웅의 업적을 기리며 알리는 게 목적이었는가,5.0,naver,"[('작품', 'Noun'), ('을', 'Josa'), ('찍기', 'Noun'), ('전', 'Noun'), ('에', 'Josa'), ('생각', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('물어보다', 'Verb'), ('단순하다', 'Adjective'), ('흥행', 'Noun'), ('이', 'Josa'), ('목적', 'Noun'), ('이다', 'Verb'), ('이순신', 'Noun'), ('이란', 'Josa'), ('영웅', 'Noun'), ('의', 'Josa'), ('업적', 'Noun'), ('을', 'Josa'), ('기리', 'Noun'), ('며', 'Josa'), ('알리다', 'Verb'), ('게', 'Noun'), ('목적', 'Noun'), ('이다', 'Verb')]","[[18, [('업적', 'Noun'), ('을', 'Josa')], 1.0], [10, [('흥행', 'Noun')], 2.0], [16, [('영웅', 'Noun')], 2.0]]",5.0
95,명량,나는 안성기씨가 이순신 같은 느낌이 들죠 2년 만의 극장 나들이 좋았습니다 재밌게 봤어요,9.0,naver,"[('나', 'Noun'), ('는', 'Josa'), ('안성기', 'Noun'), ('씨', 'Suffix'), ('가', 'Josa'), ('이순신', 'Noun'), ('같다', 'Adjective'), ('느낌', 'Noun'), ('이', 'Josa'), ('들다', 'Verb'), ('2년', 'Number'), ('만의', 'Josa'), ('극장', 'Noun'), ('나들이', 'Noun'), ('좋다', 'Adjective'), ('재밌다', 'Adjective'), ('보다', 'Verb')]","[[14, [('좋다', 'Adjective')], 2.0]]",2.0
96,명량,지루하고 지루하고 지루함,1.0,naver,"[('지루하다', 'Adjective'), ('지루하다', 'Adjective'), ('지루함', 'Noun')]","[[0, [('지루하다', 'Adjective')], -1.0], [1, [('지루하다', 'Adjective')], -1.0]]",-2.0
97,명량,한산보고 다시 복습했다 영화에 점수 낮게 주면 있어 보이나 이겼는지는 기록에 없지만 12척으로 이겼다면 충분히 영화처럼 극적일 거라 예상 가능하다간 신배들 만 득실대는 현재 에 보니 더욱 눈물이 난다,10.0,naver,"[('한산', 'Noun'), ('보고', 'Noun'), ('다시', 'Noun'), ('복습', 'Noun'), ('하다', 'Verb'), ('영화', 'Noun'), ('에', 'Josa'), ('점수', 'Noun'), ('낮다', 'Adjective'), ('주다', 'Verb'), ('있다', 'Adjective'), ('보이', 'Noun'), ('나', 'Josa'), ('이기다', 'Verb'), ('기록', 'Noun'), ('에', 'Josa'), ('없다', 'Adjective'), ('12', 'Number'), ('척', 'Noun'), ('으로', 'Josa'), ('이기다', 'Verb'), ('충분하다', 'Adjective'), ('영화', 'Noun'), ('처럼', 'Josa'), ('극적', 'Noun'), ('일', 'Noun'), ('거', 'Noun'), ('라', 'Josa'), ('예상', 'Noun'), ('가능하다', 'Adjective'), ('신', 'Modifier'), ('배', 'Noun'), ('들', 'Suffix'), ('만', 'Noun'), ('득실대다', 'Verb'), ('현재', 'Noun'), ('에', 'Josa'), ('보다', 'Verb'), ('더욱', 'Noun'), ('눈물', 'Noun'), ('이', 'Josa'), ('나다', 'Verb')]","[[39, [('눈물', 'Noun'), ('이', 'Josa')], -1.0], [16, [('없다', 'Adjective')], -1.0], [21, [('충분하다', 'Adjective')], 1.0], [29, [('가능하다', 'Adjective')], 2.0]]",1.0
