word,polarity,okt_word,pos_len
감당하다,1.0,"[('감당', 'Noun'), ('하다', 'Verb')]",2
감동,2.0,"[('감동', 'Noun')]",1
감동시킬,1.0,"[('감동', 'Noun'), ('시킬', 'Verb')]",2
감동시킬 만한,1.0,"[('감동', 'Noun'), ('시킬', 'Verb'), ('만', 'Noun'), ('한', 'Josa')]",4
감동을 받아,2.0,"[('감동', 'Noun'), ('을', 'Josa'), ('받아', 'Verb')]",3
감동을 일으킬,2.0,"[('감동', 'Noun'), ('을', 'Josa'), ('일으킬', 'Verb')]",3
감동을 주거나,2.0,"[('감동', 'Noun'), ('을', 'Josa'), ('주거', 'Noun'), ('나', 'Josa')]",4
감동이,2.0,"[('감동', 'Noun'), ('이', 'Josa')]",2
감동이 되는,2.0,"[('감동', 'Noun'), ('이', 'Josa'), ('되는', 'Verb')]",3
감동이나,2.0,"[('감동', 'Noun'), ('이나', 'Josa')]",2
감동이나 고마움을,2.0,"[('감동', 'Noun'), ('이나', 'Josa'), ('고마움', 'Noun'), ('을', 'Josa')]",4
감동하는,2.0,"[('감동', 'Noun'), ('하는', 'Verb')]",2
감동하다,2.0,"[('감동', 'Noun'), ('하다', 'Verb')]",2
감동하여,2.0,"[('감동', 'Noun'), ('하여', 'Verb')]",2
감동함,2.0,"[('감동', 'Noun'), ('함', 'Noun')]",2
감명되다,2.0,"[('감명', 'Noun'), ('되다', 'Verb')]",2
감명적,2.0,"[('감명', 'Noun'), ('적', 'Suffix')]",2
감명하다,2.0,"[('감명', 'Noun'), ('하다', 'Verb')]",2
감모,1.0,"[('감모', 'Noun')]",1
감미롭다,2.0,"[('감미롭다', 'Adjective')]",1
감병,-1.0,"[('감병', 'Noun')]",1
감복하다,2.0,"[('감복', 'Noun'), ('하다', 'Verb')]",2
감복하여,2.0,"[('감복', 'Noun'), ('하여', 'Verb')]",2
감사,2.0,"[('감사', 'Noun')]",1
감사를 표하다,2.0,"[('감사', 'Noun'), ('를', 'Josa'), ('표', 'Noun'), ('하다', 'Verb')]",4
감사하는,2.0,"[('감사하는', 'Verb')]",1
감사하는 마음으로,2.0,"[('감사하는', 'Verb'), ('마음', 'Noun'), ('으로', 'Josa')]",3
감사하다,2.0,"[('감사하다', 'Verb')]",1
감싸고,1.0,"[('감싸고', 'Verb')]",1
감싸고 달래다,0.0,"[('감싸고', 'Verb'), ('달래다', 'Verb')]",2
감옥,-1.0,"[('감옥', 'Noun')]",1
감옥에,-1.0,"[('감옥', 'Noun'), ('에', 'Josa')]",2
감정 사납게,-1.0,"[('감정', 'Noun'), ('사납게', 'Adjective')]",2
감정을 건드려,-1.0,"[('감정', 'Noun'), ('을', 'Josa'), ('건드려', 'Verb')]",3
감정의 불화,-2.0,"[('감정', 'Noun'), ('의', 'Josa'), ('불화', 'Noun')]",3
감정이 거칠어져,-1.0,"[('감정', 'Noun'), ('이', 'Josa'), ('거칠어져', 'Verb')]",3
감정이 북받쳐,1.0,"[('감정', 'Noun'), ('이', 'Josa'), ('북받쳐', 'Verb')]",3
감칠맛이 있을,2.0,"[('감칠맛', 'Noun'), ('이', 'Josa'), ('있을', 'Adjective')]",3
감탄,2.0,"[('감탄', 'Noun')]",1
감탄스러울,2.0,"[('감탄', 'Noun'), ('스러울', 'Adjective')]",2
감탄스러울 때,2.0,"[('감탄', 'Noun'), ('스러울', 'Adjective'), ('때', 'Noun')]",3
감탄스럽다,2.0,"[('감탄', 'Noun'), ('스럽다', 'Adjective')]",2
감탄적으로,2.0,"[('감탄', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa')]",3
감탄하다,2.0,"[('감탄', 'Noun'), ('하다', 'Verb')]",2
감탄할,2.0,"[('감탄', 'Noun'), ('할', 'Verb')]",2
감탄할 때,2.0,"[('감탄', 'Noun'), ('할', 'Verb'), ('때', 'Noun')]",3
감회가 새롭거나,2.0,"[('감회', 'Noun'), ('가', 'Josa'), ('새롭거나', 'Adjective')]",3
감회에 젖음,2.0,"[('감회', 'Noun'), ('에', 'Josa'), ('젖음', 'Verb')]",3
갑갑궁금하다,-1.0,"[('갑갑', 'Noun'), ('궁금하다', 'Adjective')]",2
갑갑하고 궁금하다,-1.0,"[('갑갑하고', 'Adjective'), ('궁금하다', 'Adjective')]",2
갑갑하다,-1.0,"[('갑갑하다', 'Adjective')]",1
갑갑한,-1.0,"[('갑갑한', 'Adjective')]",1
갑갑한 증상,-1.0,"[('갑갑한', 'Adjective'), ('증상', 'Noun')]",2
갑갑할,-1.0,"[('갑갑할', 'Adjective')]",1
갑갑할 정도로,-1.0,"[('갑갑할', 'Adjective'), ('정도', 'Noun'), ('로', 'Josa')]",3
갑분띠,-1.0,"[('갑', 'Noun'), ('분', 'Suffix'), ('띠', 'Noun')]",3
갑분싸,-1.0,"[('갑', 'Noun'), ('분', 'Suffix'), ('싸', 'Verb')]",3
갑자기 게우는,-1.0,"[('갑자기', 'Noun'), ('게우는', 'Verb')]",2
갑자기 놀라거나,-1.0,"[('갑자기', 'Noun'), ('놀라거나', 'Verb')]",2
갑자기 놀라서,-1.0,"[('갑자기', 'Noun'), ('놀라서', 'Verb')]",2
갑자기 무섭거나,-1.0,"[('갑자기', 'Noun'), ('무섭거나', 'Adjective')]",2
갑자기 분별없이,-1.0,"[('갑자기', 'Noun'), ('분별', 'Noun'), ('없이', 'Adverb')]",3
갑자기 서늘한,-1.0,"[('갑자기', 'Noun'), ('서늘한', 'Adjective')]",2
갑자기 서늘한서늘한 느낌이,-1.0,"[('갑자기', 'Noun'), ('서늘한', 'Adjective'), ('서늘한', 'Adjective'), ('느낌', 'Noun'), ('이', 'Josa')]",5
갑자기 성을,-1.0,"[('갑자기', 'Noun'), ('성', 'Noun'), ('을', 'Josa')]",3
갑자기 소란스럽게,-1.0,"[('갑자기', 'Noun'), ('소란', 'Noun'), ('스럽게', 'Josa')]",3
갑자기 소름이,-1.0,"[('갑자기', 'Noun'), ('소름', 'Noun'), ('이', 'Josa')]",3
갑자기 어지러워,-1.0,"[('갑자기', 'Noun'), ('어지러워', 'Adjective')]",2
갑작스러워 두렵거나,-1.0,"[('갑작스러워', 'Adjective'), ('두렵거나', 'Adjective')]",2
갑작스럽게 화를,-1.0,"[('갑작스럽게', 'Adjective'), ('화', 'Noun'), ('를', 'Josa')]",3
값을 매길 수 없을 만큼,2.0,"[('값', 'Noun'), ('을', 'Josa'), ('매길', 'Verb'), ('수', 'Noun'), ('없을', 'Adjective'), ('만큼', 'Noun')]",6
값진,2.0,"[('값진', 'Adjective')]",1
강간죄,-2.0,"[('강간죄', 'Noun')]",1
강개무량,-2.0,"[('강개무량', 'Noun')]",1
강개무량하다,-2.0,"[('강개무량', 'Noun'), ('하다', 'Verb')]",2
강구하다,0.0,"[('강구', 'Noun'), ('하', 'Suffix'), ('다', 'Josa')]",3
강도가,-1.0,"[('강도', 'Noun'), ('가', 'Josa')]",2
강등하여,-1.0,"[('강등', 'Noun'), ('하여', 'Verb')]",2
강렬하게,1.0,"[('강렬하게', 'Adjective')]",1
강박,-1.0,"[('강박', 'Noun')]",1
강박하여,-1.0,"[('강박', 'Noun'), ('하여', 'Verb')]",2
강세,1.0,"[('강세', 'Noun')]",1
강인하다,1.0,"[('강인하다', 'Adjective')]",1
강인한,2.0,"[('강인한', 'Adjective')]",1
강제로,-1.0,"[('강제', 'Noun'), ('로', 'Josa')]",2
강제로 누르는,-1.0,"[('강제', 'Noun'), ('로', 'Josa'), ('누르는', 'Verb')]",3
강제로 누르다,-2.0,"[('강제', 'Noun'), ('로', 'Josa'), ('누르다', 'Verb')]",3
강제로 누름,-2.0,"[('강제', 'Noun'), ('로', 'Josa'), ('누름', 'Verb')]",3
강제로 빼앗는,-1.0,"[('강제', 'Noun'), ('로', 'Josa'), ('빼앗는', 'Verb')]",3
강제로 빼앗다,-1.0,"[('강제', 'Noun'), ('로', 'Josa'), ('빼앗다', 'Verb')]",3
강제로 빼앗아,-2.0,"[('강제', 'Noun'), ('로', 'Josa'), ('빼앗아', 'Verb')]",3
강제로 빼앗음,-1.0,"[('강제', 'Noun'), ('로', 'Josa'), ('빼앗음', 'Verb')]",3
강제로 요구하다,-1.0,"[('강제', 'Noun'), ('로', 'Josa'), ('요구', 'Noun'), ('하다', 'Verb')]",4
강제적으로,-2.0,"[('강제', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa')]",3
강추,2.0,"[('강추', 'Noun')]",1
강탈,-2.0,"[('강탈', 'Noun')]",1
강탈하다,-2.0,"[('강탈', 'Noun'), ('하다', 'Verb')]",2
강퇴,-1.0,"[('강퇴', 'Noun')]",1
강하게,1.0,"[('강하게', 'Adjective')]",1
강하게 만들다,2.0,"[('강하게', 'Adjective'), ('만들다', 'Verb')]",2
강하게 하다,1.0,"[('강하게', 'Adjective'), ('하다', 'Verb')]",2
강하고,1.0,"[('강하고', 'Adjective')]",1
강하고 야무지게,2.0,"[('강하고', 'Adjective'), ('야무지게', 'Adjective')]",2
강하고 야무지다,2.0,"[('강하고', 'Adjective'), ('야무지다', 'Adjective')]",2
강하고 튼튼하게,2.0,"[('강하고', 'Adjective'), ('튼튼하게', 'Adjective')]",2
강하다,1.0,"[('강하다', 'Adjective')]",1
강한 비판이나,-2.0,"[('강한', 'Adjective'), ('비판', 'Noun'), ('이나', 'Josa')]",3
강한 충격을,-1.0,"[('강한', 'Adjective'), ('충격', 'Noun'), ('을', 'Josa')]",3
강화하다,1.0,"[('강화하다', 'Adjective')]",1
갖지 아니하게,-1.0,"[('갖지', 'Verb'), ('아니하게', 'Adjective')]",2
갖추다,1.0,"[('갖추다', 'Verb')]",1
갖추지 못한,-1.0,"[('갖추지', 'Verb'), ('못', 'Noun'), ('한', 'Josa')]",3
같잖다,-1.0,"[('같잖다', 'Adjective')]",1
같잖아서,-1.0,"[('같잖아서', 'Adjective')]",1
같잖아서 우스운,-1.0,"[('같잖아서', 'Adjective'), ('우스운', 'Adjective')]",2
같잖은,-1.0,"[('같잖은', 'Adjective')]",1
같잖은 꼴로,-1.0,"[('같잖은', 'Adjective'), ('꼴', 'Noun'), ('로', 'Josa')]",3
갚지 않다,-1.0,"[('갚지', 'Verb'), ('않다', 'Verb')]",2
개가 무섭거나,-1.0,"[('개', 'Noun'), ('가', 'Josa'), ('무섭거나', 'Adjective')]",3
개가 아프거나,-1.0,"[('개', 'Noun'), ('가', 'Josa'), ('아프거나', 'Adjective')]",3
개선,2.0,"[('개선', 'Noun')]",1
개선 방도를,2.0,"[('개선', 'Noun'), ('방도', 'Noun'), ('를', 'Josa')]",3
개선하고,1.0,"[('개선', 'Noun'), ('하고', 'Josa')]",2
개선하다,2.0,"[('개선', 'Noun'), ('하다', 'Verb')]",2
개선함,2.0,"[('개선', 'Noun'), ('함', 'Noun')]",2
개성,1.0,"[('개성', 'Noun')]",1
개성있는,1.0,"[('개성', 'Noun'), ('있는', 'Adjective')]",2
개성있다,1.0,"[('개성', 'Noun'), ('있다', 'Adjective')]",2
개운치 않거나,-1.0,"[('개운치', 'Verb'), ('않거나', 'Verb')]",2
개운하게,2.0,"[('개운하게', 'Adjective')]",1
개운하고,2.0,"[('개운하고', 'Adjective')]",1
개운하고 시원한,2.0,"[('개운하고', 'Adjective'), ('시원한', 'Adjective')]",2
개운하고 홀가분해지다,2.0,"[('개운하고', 'Adjective'), ('홀가분해지다', 'Adjective')]",2
개운하다,2.0,"[('개운하다', 'Adjective')]",1
개운하지 않고,-1.0,"[('개운하지', 'Adjective'), ('않고', 'Verb')]",2
개으름을,-1.0,"[('개', 'Noun'), ('으름', 'Noun'), ('을', 'Josa')]",3
개이득,2.0,"[('개이득', 'Noun')]",1
개짓하다,-2.0,"[('개', 'Noun'), ('짓하다', 'Verb')]",2
개회하다,0.0,"[('개회', 'Noun'), ('하다', 'Verb')]",2
갠소,1.0,"[('갠소', 'Noun')]",1
갸륵한,1.0,"[('갸륵', 'Noun'), ('한', 'Josa')]",2
갸륵한 데가,1.0,"[('갸륵', 'Noun'), ('한', 'Josa'), ('데', 'Noun'), ('가', 'Josa')]",4
갸름하다,1.0,"[('갸름하다', 'Adjective')]",1
거꾸러뜨리다,-1.0,"[('거꾸러뜨리다', 'Verb')]",1
거꾸로 넘어지거나,-1.0,"[('거꾸로', 'Noun'), ('넘어지거나', 'Verb')]",2
거두지 못한,-1.0,"[('거두지', 'Verb'), ('못', 'Noun'), ('한', 'Josa')]",3
거드럭거드럭,-1.0,"[('거드럭거드럭', 'Adverb')]",1
거드럭거리다,-1.0,"[('거드럭거리', 'Noun'), ('다', 'Josa')]",2
거들먹거들먹,-1.0,"[('거들먹거들먹', 'Adverb')]",1
거들먹거들먹하다,-1.0,"[('거들먹거들먹', 'Adverb'), ('하다', 'Verb')]",2
거들먹거리다,-1.0,"[('거들', 'Verb'), ('먹거리', 'Noun'), ('다', 'Josa')]",3
거들먹대다,-1.0,"[('거', 'Noun'), ('들먹대다', 'Verb')]",2
거들먹이다,-1.0,"[('거들먹이다', 'Verb')]",1
거듭 따뜻이,2.0,"[('거듭', 'Noun'), ('따', 'Verb'), ('뜻', 'Noun'), ('이', 'Josa')]",4
거듭 죄를,-1.0,"[('거듭', 'Noun'), ('죄', 'Noun'), ('를', 'Josa')]",3
거뜬하다,2.0,"[('거뜬하다', 'Adjective')]",1
거래가 금지된,-1.0,"[('거래', 'Noun'), ('가', 'Josa'), ('금지', 'Noun'), ('된', 'Verb')]",4
거룩한,2.0,"[('거룩한', 'Adjective')]",1
거룩한 모습,2.0,"[('거룩한', 'Adjective'), ('모습', 'Noun')]",2
거룩한 사람,2.0,"[('거룩한', 'Adjective'), ('사람', 'Noun')]",2
거리끼어,-1.0,"[('거리', 'Noun'), ('끼어', 'Verb')]",2
거리낌 없이,1.0,"[('거리', 'Noun'), ('낌', 'Noun'), ('없이', 'Adverb')]",3
거만스럽게,-2.0,"[('거만', 'Noun'), ('스럽게', 'Josa')]",2
거만을,-2.0,"[('거만', 'Noun'), ('을', 'Josa')]",2
거만을 떠는,-2.0,"[('거만', 'Noun'), ('을', 'Josa'), ('떠는', 'Verb')]",3
거만을 떨다,-2.0,"[('거만', 'Noun'), ('을', 'Josa'), ('떨다', 'Verb')]",3
거만하게,-2.0,"[('거만하게', 'Adjective')]",1
거만하게 행동하는,-2.0,"[('거만하게', 'Adjective'), ('행동', 'Noun'), ('하는', 'Verb')]",3
거만하게 행동하다,-2.0,"[('거만하게', 'Adjective'), ('행동', 'Noun'), ('하다', 'Verb')]",3
거만하고,-2.0,"[('거만하고', 'Adjective')]",1
거만하다,-2.0,"[('거만하다', 'Adjective')]",1
거만한,-1.0,"[('거만한', 'Adjective')]",1
거만한 태도로,-2.0,"[('거만한', 'Adjective'), ('태도', 'Noun'), ('로', 'Josa')]",3
거무스름한 피고름이,-1.0,"[('거무스름', 'Noun'), ('한', 'Josa'), ('피', 'Noun'), ('고름', 'Noun'), ('이', 'Josa')]",5
거볍게 까부는,-1.0,"[('거볍', 'Noun'), ('게', 'Josa'), ('까부는', 'Verb')]",3
거볍게 성을,-1.0,"[('거볍', 'Noun'), ('게', 'Josa'), ('성', 'Noun'), ('을', 'Josa')]",4
거볍게 채신없이,-1.0,"[('거볍', 'Noun'), ('게', 'Josa'), ('채신', 'Verb'), ('없이', 'Adverb')]",4
거볍게 행동하거나,-1.0,"[('거볍', 'Noun'), ('게', 'Josa'), ('행동', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",5
거볍게 행동하는,-1.0,"[('거볍', 'Noun'), ('게', 'Josa'), ('행동', 'Noun'), ('하는', 'Verb')]",4
거볍게 행동하다,-1.0,"[('거볍', 'Noun'), ('게', 'Josa'), ('행동', 'Noun'), ('하다', 'Verb')]",4
거볍고 온화하게,2.0,"[('거볍', 'Noun'), ('고', 'Josa'), ('온화하게', 'Adjective')]",3
거부감,-2.0,"[('거부', 'Noun'), ('감', 'Noun')]",2
거부감 없이,2.0,"[('거부', 'Noun'), ('감', 'Noun'), ('없이', 'Adverb')]",3
거부하거나,-2.0,"[('거부', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",3
거부하다,-1.0,"[('거부', 'Noun'), ('하다', 'Verb')]",2
거북스럽게,-2.0,"[('거북', 'Noun'), ('스럽게', 'Josa')]",2
거북스럽게 저는,-2.0,"[('거북', 'Noun'), ('스럽게', 'Josa'), ('저', 'Noun'), ('는', 'Josa')]",4
거북스럽게 절다,-2.0,"[('거북', 'Noun'), ('스럽게', 'Josa'), ('절', 'Noun'), ('다', 'Adverb')]",4
거북하거나,-2.0,"[('거북하거나', 'Adjective')]",1
거북하거나 괴로움,-2.0,"[('거북하거나', 'Adjective'), ('괴로움', 'Noun')]",2
거북하거나 괴롭다,-2.0,"[('거북하거나', 'Adjective'), ('괴롭다', 'Adjective')]",2
거북하거나 더럽고,-2.0,"[('거북하거나', 'Adjective'), ('더럽고', 'Adjective')]",2
거북하게,-2.0,"[('거북하게', 'Adjective')]",1
거북하고,-2.0,"[('거북하고', 'Adjective')]",1
거북하고 불편한,-2.0,"[('거북하고', 'Adjective'), ('불편한', 'Adjective')]",2
거북하고 주체스럽게,-2.0,"[('거북하고', 'Adjective'), ('주체', 'Noun'), ('스럽게', 'Josa')]",3
거북하다,-2.0,"[('거북하다', 'Adjective')]",1
거북한,-2.0,"[('거북한', 'Adjective')]",1
거북한 모양,-2.0,"[('거북한', 'Adjective'), ('모양', 'Noun')]",2
거북한 상태로,-2.0,"[('거북한', 'Adjective'), ('상태', 'Noun'), ('로', 'Josa')]",3
거북한 소리가,-2.0,"[('거북한', 'Adjective'), ('소리', 'Noun'), ('가', 'Josa')]",3
거북할,-2.0,"[('거북할', 'Adjective')]",1
거북할 만큼,-2.0,"[('거북할', 'Adjective'), ('만큼', 'Noun')]",2
거세고,-1.0,"[('거세', 'Noun'), ('고', 'Josa')]",2
거세고 급하다,-1.0,"[('거세', 'Noun'), ('고', 'Josa'), ('급하다', 'Adjective')]",3
거슬려,-1.0,"[('거슬려', 'Verb')]",1
거슬려 불쾌하다,-2.0,"[('거슬려', 'Verb'), ('불쾌하다', 'Adjective')]",2
거슬리거나,-1.0,"[('거슬리거나', 'Verb')]",1
거슬리거나 마음이,-1.0,"[('거슬리거나', 'Verb'), ('마음', 'Noun'), ('이', 'Josa')]",3
거슬리게,-1.0,"[('거슬리게', 'Verb')]",1
거슬리게 싫다,-1.0,"[('거슬리게', 'Verb'), ('싫다', 'Adjective')]",2
거슬리는,-1.0,"[('거슬리는', 'Verb')]",1
거슬리는 느낌이,-1.0,"[('거슬리는', 'Verb'), ('느낌', 'Noun'), ('이', 'Josa')]",3
거슬리다,-1.0,"[('거슬리다', 'Verb')]",1
거슬림이 없이,2.0,"[('거슬림이', 'Verb'), ('없이', 'Adverb')]",2
거역하다,-1.0,"[('거역', 'Noun'), ('하다', 'Verb')]",2
거역함,-1.0,"[('거역', 'Noun'), ('함', 'Noun')]",2
거의 없다,-1.0,"[('거의', 'Noun'), ('없다', 'Adjective')]",2
거절하거나,-2.0,"[('거절', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",3
거절하거나 싫다는,-2.0,"[('거절', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun'), ('싫다는', 'Adjective')]",4
거절하다,-2.0,"[('거절', 'Noun'), ('하다', 'Verb')]",2
거짓,-2.0,"[('거짓', 'Noun')]",1
거짓 없다,1.0,"[('거짓', 'Noun'), ('없다', 'Adjective')]",2
거짓말,-2.0,"[('거짓말', 'Noun')]",1
거짓말을,-1.0,"[('거짓말', 'Noun'), ('을', 'Josa')]",2
거짓없다,1.0,"[('거짓', 'Noun'), ('없다', 'Adjective')]",2
거짓으로,-1.0,"[('거짓', 'Noun'), ('으로', 'Josa')]",2
거짓으로 감정이나,-1.0,"[('거짓', 'Noun'), ('으로', 'Josa'), ('감정', 'Noun'), ('이나', 'Josa')]",4
거짓으로 꾸며서,-1.0,"[('거짓', 'Noun'), ('으로', 'Josa'), ('꾸며서', 'Verb')]",3
거짓으로 꾸미는,-1.0,"[('거짓', 'Noun'), ('으로', 'Josa'), ('꾸미는', 'Verb')]",3
거짓으로 꾸미다,-1.0,"[('거짓', 'Noun'), ('으로', 'Josa'), ('꾸미다', 'Verb')]",3
거짓으로 꾸민,-1.0,"[('거짓', 'Noun'), ('으로', 'Josa'), ('꾸민', 'Verb')]",3
거짓으로 속이다,-1.0,"[('거짓', 'Noun'), ('으로', 'Josa'), ('속', 'Noun'), ('이다', 'Josa')]",4
거짓으로 속임,-1.0,"[('거짓', 'Noun'), ('으로', 'Josa'), ('속임', 'Verb')]",3
거짓을 버리고,2.0,"[('거짓', 'Noun'), ('을', 'Josa'), ('버리고', 'Verb')]",3
거짓이 없고,2.0,"[('거짓', 'Noun'), ('이', 'Josa'), ('없고', 'Adjective')]",3
거짓이 없다,2.0,"[('거짓', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective')]",3
거짓이 없이,2.0,"[('거짓', 'Noun'), ('이', 'Josa'), ('없이', 'Adverb')]",3
거짓이나,-1.0,"[('거짓', 'Noun'), ('이나', 'Josa')]",2
거추장스러워서,-1.0,"[('거', 'Noun'), ('추장', 'Noun'), ('스러워서', 'Adjective')]",3
거추장스러워서 거슬리거나,-1.0,"[('거', 'Noun'), ('추장', 'Noun'), ('스러워서', 'Adjective'), ('거슬리거나', 'Verb')]",4
거추장스럽거나,-1.0,"[('거', 'Noun'), ('추장', 'Noun'), ('스럽거나', 'Adjective')]",3
거추장스럽거나 성가시어,-1.0,"[('거', 'Noun'), ('추장', 'Noun'), ('스럽거나', 'Adjective'), ('성가시어', 'Adjective')]",4
거추장스럽게,-1.0,"[('거', 'Noun'), ('추장', 'Noun'), ('스럽게', 'Josa')]",3
거추장스럽게 걸리거나,-1.0,"[('거', 'Noun'), ('추장', 'Noun'), ('스럽게', 'Josa'), ('걸리거나', 'Verb')]",4
거추장스럽다,-1.0,"[('거', 'Noun'), ('추장', 'Noun'), ('스럽다', 'Adjective')]",3
거추장스레,-1.0,"[('거', 'Noun'), ('추장', 'Noun'), ('스레', 'Noun')]",3
거치적거리는,-1.0,"[('거치', 'Noun'), ('적', 'Suffix'), ('거리', 'Noun'), ('는', 'Josa')]",4
거치적거리는 소리,-1.0,"[('거치', 'Noun'), ('적', 'Suffix'), ('거리', 'Noun'), ('는', 'Josa'), ('소리', 'Noun')]",5
거치적거치적,-1.0,"[('거치적거치적', 'Adverb')]",1
거치적거치적하다,-1.0,"[('거치적거치적', 'Adverb'), ('하다', 'Verb')]",2
거친,-2.0,"[('거친', 'Verb')]",1
거친 데가,-2.0,"[('거친', 'Verb'), ('데', 'Noun'), ('가', 'Josa')]",3
거친 말로,-2.0,"[('거친', 'Verb'), ('말로', 'Noun')]",2
거친 모양,-2.0,"[('거친', 'Verb'), ('모양', 'Noun')]",2
거친 목소리로,-2.0,"[('거친', 'Verb'), ('목소리', 'Noun'), ('로', 'Josa')]",3
거친 성질이나,-2.0,"[('거친', 'Verb'), ('성질', 'Noun'), ('이나', 'Josa')]",3
거친 소리가,-2.0,"[('거친', 'Verb'), ('소리', 'Noun'), ('가', 'Josa')]",3
거칠거나 사납게,-2.0,"[('거칠거나', 'Verb'), ('사납게', 'Adjective')]",2
거칠게,-2.0,"[('거칠게', 'Verb')]",1
거칠게 나는,-2.0,"[('거칠게', 'Verb'), ('나', 'Noun'), ('는', 'Josa')]",3
거칠게 된,-1.0,"[('거칠게', 'Verb'), ('된', 'Verb')]",2
거칠게 말다툼하다,-2.0,"[('거칠게', 'Verb'), ('말다툼', 'Noun'), ('하다', 'Verb')]",3
거칠게 말함,-2.0,"[('거칠게', 'Verb'), ('말함', 'Noun')]",2
거칠게 몰아쉬는,-2.0,"[('거칠게', 'Verb'), ('몰아', 'Verb'), ('쉬는', 'Verb')]",3
거칠게 몰아쉬다,-2.0,"[('거칠게', 'Verb'), ('몰아', 'Verb'), ('쉬', 'Noun'), ('다', 'Josa')]",4
거칠게 소리가,-2.0,"[('거칠게', 'Verb'), ('소리', 'Noun'), ('가', 'Josa')]",3
거칠게 쉬는,-2.0,"[('거칠게', 'Verb'), ('쉬는', 'Verb')]",2
거칠게 울려,-2.0,"[('거칠게', 'Verb'), ('울려', 'Verb')]",2
거칠게 일다,-2.0,"[('거칠게', 'Verb'), ('일다', 'Noun')]",2
거칠게 잇따라,-2.0,"[('거칠게', 'Verb'), ('잇따라', 'Verb')]",2
거칠게 행동하는,-1.0,"[('거칠게', 'Verb'), ('행동', 'Noun'), ('하는', 'Verb')]",3
거칠게 행동하다,-2.0,"[('거칠게', 'Verb'), ('행동', 'Noun'), ('하다', 'Verb')]",3
거칠고,-2.0,"[('거칠고', 'Verb')]",1
거칠고 가쁘게,-2.0,"[('거칠고', 'Verb'), ('가쁘', 'Noun'), ('게', 'Josa')]",3
거칠고 격한,-2.0,"[('거칠고', 'Verb'), ('격', 'Noun'), ('한', 'Josa')]",3
거칠고 깔끄럽게,-2.0,"[('거칠고', 'Verb'), ('깔끄럽', 'Noun'), ('게', 'Josa')]",3
거칠고 껄끄럽게,-2.0,"[('거칠고', 'Verb'), ('껄끄럽', 'Noun'), ('게', 'Josa')]",3
거칠고 나쁘다,-2.0,"[('거칠고', 'Verb'), ('나쁘다', 'Adjective')]",2
거칠고 무뚝뚝하다,-2.0,"[('거칠고', 'Verb'), ('무뚝뚝하다', 'Adjective')]",2
거칠고 사나우며,-2.0,"[('거칠고', 'Verb'), ('사', 'Modifier'), ('나우', 'Noun'), ('며', 'Josa')]",4
거칠고 세차다,-2.0,"[('거칠고', 'Verb'), ('세차', 'Noun'), ('다', 'Josa')]",3
거칠고 심하다,-2.0,"[('거칠고', 'Verb'), ('심하다', 'Adjective')]",2
거칠고 험하게,-2.0,"[('거칠고', 'Verb'), ('험하게', 'Adjective')]",2
거칠고 험한,-2.0,"[('거칠고', 'Verb'), ('험한', 'Adjective')]",2
거칠다,-2.0,"[('거칠다', 'Verb')]",1
거칠면서,-2.0,"[('거칠면서', 'Verb')]",1
거칠면서 가쁘고,-2.0,"[('거칠면서', 'Verb'), ('가쁘', 'Noun'), ('고', 'Josa')]",3
